title,id,release_date,vote_average
9 Songs,27,2004-07-16,5.603
Inconceivable,433630,2017-06-30,5.6
A Case of You,174316,2013-11-06,5.602
Our House,414191,2018-07-27,5.6
The English Teacher,174321,2013-05-16,5.6
Deep Blue Sea 3,703745,2020-08-25,5.6
Diana,118289,2013-09-19,5.6
Without a Paddle,10762,2004-08-20,5.6
Taxi 4,2335,2007-02-10,5.6
The Guilt Trip,82687,2012-12-19,5.6
The Last Legion,9703,2007-04-19,5.598
The Possession of Hannah Grace,434555,2018-11-29,5.6
Bullet to the Head,70074,2012-11-14,5.6
The Lawnmower Man,10163,1992-03-05,5.596
Fun Size,82679,2012-10-24,5.596
Bad Teacher,52449,2011-05-16,5.594
Serena,164251,2014-10-12,5.593
Sabotage,144336,2014-03-28,5.593
The Final Destination,19912,2009-08-26,5.6
Darkness Falls,10727,2003-01-24,5.6
Employee of the Month,9794,2006-10-06,5.591
Kill Command,384798,2016-05-13,5.598
The Volcano,219318,2013-10-02,5.59
The Green Hornet,40805,2011-01-12,5.6
House on Haunted Hill,11377,1999-10-29,5.589
Taxi,11045,2004-10-06,5.589
On the Other Side of the Tracks,146375,2012-12-15,5.588
The Medallion,10610,2003-08-15,5.6
White Noise,11804,2005-01-07,5.6
Knights of Badassdom,74461,2013-01-21,5.586
Kaboom,46837,2010-10-06,5.585
Leprechaun,11811,1993-01-08,5.585
[REC]⁴ Apocalypse,185341,2014-10-31,5.582
An Easy Girl,575479,2019-08-28,5.583
They Came Together,180296,2014-06-27,5.583
Garfield: A Tail of Two Kitties,9513,2006-06-15,5.583
The Tuche Family: The American Dream,369776,2016-02-03,5.582
The Scorpion King,9334,2002-04-18,5.6
Skylines,560144,2020-10-25,5.581
Slaughterhouse Rulez,457943,2018-10-31,5.586
Ogni maledetto Natale,306523,2014-11-27,5.581
My Favorite Martian,9849,1999-02-11,5.581
The Watch,80035,2012-07-26,5.58
Buffy the Vampire Slayer,10206,1992-07-24,5.6
Ghost Rider,1250,2007-01-15,5.58
El Camino Christmas,485504,2017-12-08,5.6
Science Fiction Volume One: The Osiris Child,354282,2016-02-17,5.58
Mute,401371,2018-02-23,5.6
Little Evil,346671,2017-08-08,5.578
Regression,241257,2015-10-01,5.578
Truth or Dare,101179,2012-08-05,5.6
Evan Almighty,2698,2007-06-09,5.6
D-Tox,10375,2002-01-04,5.6
Down a Dark Hall,421792,2018-08-01,5.6
The Platform 2,1125510,2024-09-27,5.573
Hellboy,456740,2019-04-10,5.6
Penny Pincher!,382511,2016-09-28,5.575
The Sitter,57431,2011-12-09,5.574
Good on Paper,823461,2021-06-23,5.6
Yogi Bear,41515,2010-12-17,5.571
Josie and the Pussycats,19366,2001-04-06,5.6
Horizon Line,602654,2020-10-29,5.6
Tifosi,42441,1999-10-01,5.57
Whiteout,22787,2009-09-09,5.6
Primal,500916,2019-12-27,5.569
Joe Dirt,10956,2001-04-10,5.6
Artemis Fowl,475430,2020-05-29,5.568
Spinning Man,458109,2018-04-06,5.568
Diary of the Dead,13025,2007-05-26,5.6
Firestarter,532710,2022-05-12,5.567
Showgirls,10802,1995-09-22,5.6
Renegades,335788,2017-08-21,5.566
Max Steel,286567,2016-10-14,5.566
Agent Cody Banks 2: Destination London,17047,2004-03-12,5.6
The Hills Have Eyes 2,9793,2007-03-22,5.6
The Bonfire of the Vanities,9586,1990-12-21,5.565
Earth Girls Are Easy,2210,1988-09-08,5.565
The Sweetest Thing,11812,2002-04-12,5.563
By the Sea,314385,2015-11-12,5.6
Air Bud,20737,1997-08-01,5.562
Catch That Kid,20483,2004-02-06,5.562
Shocker,12521,1989-03-23,5.6
An American Haunting,10008,2005-05-05,5.562
Family Pack,1091181,2024-10-22,5.564
Suspect Zero,8080,2004-08-27,5.6
Rebound,7233,2005-07-01,5.6
Dumb and Dumber To,100042,2014-11-12,5.561
Leprechaun 2,18009,1994-04-08,5.56
Twisted,13572,2004-02-27,5.56
Cop Out,23742,2010-02-26,5.559
All the Boys Love Mandy Lane,9022,2006-09-09,5.559
The Slumber Party Massacre,27475,1982-09-10,5.6
The Other Side of the Door,364116,2016-02-25,5.6
One for the Money,54054,2012-01-26,5.6
Lady in the Water,9697,2006-07-20,5.6
Hulk,1927,2003-06-19,5.555
White Noise,744594,2022-11-25,5.553
Couples Retreat,19899,2009-09-19,5.553
Picture This,15671,2008-07-13,5.6
Camping,13043,2006-04-26,5.552
The Dukes of Hazzard,6519,2005-08-05,5.5
The Crow: Salvation,9456,2000-01-23,5.54
"Dude, Where's My Car?",8859,2000-12-15,5.5
Friend Request,368031,2016-01-07,5.545
Wedding Daze,7839,2006-09-09,5.545
In the Tall Grass,523139,2019-09-20,5.543
Miss March,19556,2009-03-13,5.5
Howl,301846,2015-10-01,5.5
Blood and Chocolate,10075,2007-01-26,5.5
Striptease,9879,1996-06-28,5.5
See You Yesterday,582607,2019-05-03,5.542
Grave Encounters 2,134366,2012-10-12,5.543
Old Dogs,22949,2009-11-24,5.5
Down to Earth,16300,2001-02-16,5.5
Arthur,49012,2011-04-08,5.541
Budapest,467673,2018-06-27,5.54
Pompeii,76649,2014-02-18,5.541
My Bloody Valentine,14435,2009-01-16,5.5
The Santa Clause 3: The Escape Clause,13767,2006-11-02,5.541
The Rental,587496,2020-07-23,5.539
Vengeance: A Love Story,397415,2017-03-16,5.538
Shutter,10885,2008-03-21,5.538
The Wild,9904,2006-04-06,5.5
The Paperboy,82390,2012-09-14,5.536
Congo,10329,1995-06-09,5.537
Burying the Ex,255798,2014-09-04,5.534
Collide,195590,2016-06-10,5.534
Valentine,10984,2001-02-02,5.534
The Brice Man,17350,2005-03-30,5.5
Killing Me Softly,14365,2002-05-10,5.5
Fatman,602211,2020-10-19,5.532
Random Hearts,12618,1999-10-08,5.5
"Big Mommas: Like Father, Like Son",38322,2011-02-16,5.531
Open Water,83,2003-10-26,5.5
Valiant,14175,2005-03-25,5.5
Drive Angry,47327,2011-02-24,5.5
Underdog,6589,2007-08-03,5.529
Universal Soldier: Day of Reckoning,122857,2012-10-04,5.5
Showtime,5851,2002-03-14,5.5
Last Days,1665,2005-06-12,5.5
Hatchet II,43919,2010-10-01,5.5
The Accidental Husband,13401,2008-02-29,5.526
Over Her Dead Body,13160,2008-02-01,5.5
Unfriended,277685,2014-10-22,5.523
The Crow: City of Angels,10546,1996-08-29,5.524
Revolt,313943,2017-07-01,5.523
A Nightmare on Elm Street,23437,2010-04-30,5.5
The Cured,469721,2017-11-24,5.522
The Transporter Refueled,287948,2015-09-02,5.521
Killing Season,77663,2013-07-12,5.521
The Numbers Station,77234,2013-04-18,5.521
Silent Hill: Revelation 3D,61012,2012-10-10,5.5
The Grudge 2,1975,2006-10-12,5.521
Daughter of the Wolf,525657,2019-06-14,5.519
Dude,399131,2018-04-20,5.5
Jeruzalem,339547,2016-01-22,5.519
Trespass,70578,2011-10-13,5.518
Mirrors 2,46441,2010-10-18,5.518
Iron Eagle,11037,1986-01-17,5.5
The Monster,340103,2016-11-11,5.517
The Man with the Iron Fists,97430,2012-11-02,5.5
Poker Face,842934,2022-11-16,5.516
Torno indietro e cambio vita,345067,2015-06-18,5.516
The Circle,339988,2017-04-27,5.518
My Soul to Take,43931,2010-10-08,5.5
Nine,10197,2009-12-03,5.5
Terminal,385332,2018-05-10,5.514
The Mummy,282035,2017-06-06,5.514
Seventh Son,68737,2014-12-12,5.514
Spread,19918,2009-01-16,5.514
Beethoven's 2nd,10438,1993-12-14,5.5
I Give It a Year,150117,2013-02-08,5.513
The Oranges,89008,2011-09-09,5.5
Welcome Aboard,75198,2011-10-05,5.5
View from the Top,11523,2003-03-21,5.512
Everly,277355,2014-09-20,5.511
Women Vs Men,58444,2011-02-04,5.511
American Pie Presents: The Naked Mile,8275,2006-12-01,5.5
Joker: Folie à Deux,889737,2024-10-01,5.51
Mortdecai,210860,2015-01-21,5.5
Aloha,222936,2015-05-29,5.508
Flipper,36355,1996-05-17,5.508
7 Women and a Murder,890541,2021-12-25,5.5
Agent Cody Banks,10923,2003-03-14,5.506
The Rhythm Section,466622,2020-01-31,5.5
Sorority Row,26688,2009-09-09,5.504
Bulletproof Monk,11817,2003-03-28,5.505
Secret Obsession,612152,2019-07-18,5.5
Tusk,246403,2014-09-19,5.502
Wanderlust,50647,2012-02-23,5.502
Police Academy 4: Citizens on Patrol,10587,1987-04-02,5.506
Jem and the Holograms,266639,2015-10-22,5.505
Bliss,613911,2021-02-05,5.499
Tremors 5: Bloodlines,339530,2015-10-06,5.5
Extraterrestrial,265016,2014-10-17,5.498
Blackhat,201088,2015-01-13,5.498
Dirty Dancing,444902,2017-05-24,5.497
Superchondriac,248507,2014-02-26,5.497
Peter Pan & Wendy,420808,2023-04-20,5.499
King of Thieves,520360,2018-09-04,5.495
102 Dalmatians,10481,2000-10-07,5.494
Superman III,9531,1983-06-17,5.5
Trauma Center,641790,2019-12-06,5.493
Don't Knock Twice,420245,2017-01-12,5.493
A Serbian Film,73861,2010-06-16,5.491
Made in America,12121,1993-01-06,5.5
DeepStar Six,11607,1989-01-13,5.493
The Rezort,343173,2015-06-15,5.5
Virtuosity,9271,1995-08-04,5.5
The Mummy: Tomb of the Dragon Emperor,1735,2008-07-01,5.489
Thunder Force,615678,2021-04-09,5.488
Look Who's Talking Too,9356,1990-12-14,5.488
Proud Mary,442064,2018-01-12,5.487
Big Game,230179,2015-03-19,5.487
"10,000 BC",7840,2008-03-04,5.486
Bad Company,3132,2002-06-07,5.5
Cube 2: Hypercube,437,2002-04-15,5.5
Spanish Affair 2,348537,2015-11-20,5.486
Sliver,867,1993-05-21,5.5
The Assignment,399173,2016-06-08,5.5
Texas Chainsaw 3D,76617,2013-01-03,5.5
Teaching Mrs. Tingle,10342,1999-08-11,5.5
Scary Movie 4,4257,2006-04-12,5.483
Wine Country,513083,2019-05-08,5.482
Open Water 2 : Adrift,9592,2006-07-10,5.5
Pocahontas II: Journey to a New World,13761,1998-08-04,5.5
Me & Marilyn,52124,2009-12-17,5.479
Would I Lie to You? 3,86868,2012-01-31,5.479
College Road Trip,13493,2008-03-07,5.5
Exists,124470,2014-03-17,5.476
Season of the Witch,23047,2011-01-07,5.476
Turistas,9796,2006-12-01,5.5
"Game Over, Man!",456750,2018-03-23,5.475
The Butterfly Effect 3: Revelations,16258,2009-01-09,5.5
40 Days and 40 Nights,2752,2002-03-01,5.5
Sandy Wexler,419700,2017-04-14,5.474
Anacondas: The Hunt for the Blood Orchid,11237,2004-08-25,5.5
Charlie's Angels: Full Throttle,9471,2003-06-25,5.5
Venom,7182,2005-09-16,5.5
Life After Beth,244566,2014-08-15,5.471
Good People,262338,2014-08-12,5.5
Tooth Fairy,23023,2010-01-14,5.47
Gambit,97434,2012-04-25,5.5
The Haunting,11618,1999-07-23,5.5
Problemos,450179,2017-05-10,5.5
Popeye,11335,1980-12-12,5.467
American Pie Presents: Band Camp,8274,2005-10-31,5.467
Teenage Mutant Ninja Turtles III,1499,1993-03-17,5.5
Drive-Away Dolls,957304,2024-02-22,5.466
Be Cool,4551,2005-03-04,5.5
30 Days Max,613377,2020-10-14,5.5
Intruders,63207,2011-09-12,5.464
Coffee & Kareem,615177,2020-04-03,5.5
17 Girls,87368,2011-06-13,5.5
Rampart,75622,2011-11-23,5.463
The Misfits,581644,2021-06-03,5.465
Premature,253310,2014-07-02,5.5
Serial Teachers,182219,2013-04-17,5.46
Friday the 13th Part VII: The New Blood,10281,1988-05-13,5.459
Song to Song,330947,2017-03-17,5.458
The Lords of Salem,104755,2013-04-18,5.5
The Last Days on Mars,190847,2013-08-11,5.463
Jupiter Ascending,76757,2015-02-04,5.458
Unfinished Business,239573,2015-03-05,5.5
School for Scoundrels,9842,2006-09-29,5.5
The Night Before the Exams Today,54309,2007-02-14,5.454
Observe and Report,16991,2009-04-10,5.453
G-Force,19585,2009-07-24,5.451
Christmas Wedding Planner,488113,2017-12-14,5.449
The Late Bloomer,413471,2016-10-07,5.454
From Prada to Nada,50217,2011-01-28,5.449
Seed of Chucky,11249,2004-11-12,5.449
The Conference,1161048,2023-10-13,5.446
31,284564,2016-09-15,5.446
Running with the Devil,523077,2019-08-29,5.444
The Colony,178809,2013-04-12,5.444
Snakes on a Plane,326,2006-08-17,5.4
The Week Of,465109,2018-04-27,5.4
Windfall,850018,2022-03-11,5.437
Serenity,452832,2019-01-24,5.442
Stolen,127493,2012-09-06,5.4
The Seeker: The Dark Is Rising,2274,2007-10-05,5.4
Stealth,10048,2005-07-27,5.4
Candyman: Farewell to the Flesh,10824,1995-03-17,5.44
Here Come the Teachers,516043,2018-05-01,5.439
Poison Ivy,9264,1992-05-08,5.4
Incarnate,241258,2016-12-01,5.4
Hold the Dark,395841,2018-09-22,5.435
Batman Forever,414,1995-06-16,5.435
The Dead Don't Die,535581,2019-05-15,5.433
The Grudge,465086,2019-12-31,5.4
Wildling,362826,2018-04-13,5.432
Forces of Nature,1641,1999-03-12,5.4
See No Evil,10007,2006-05-19,5.4
Cursed,10012,2005-02-25,5.43
Assassin's Creed,121856,2016-12-21,5.429
Zookeeper,38317,2011-07-06,5.428
Hellraiser: Inferno,12597,2000-10-31,5.4
The Emoji Movie,378236,2017-07-23,5.426
Father of the Year,531949,2018-07-20,5.4
6 Years,323674,2015-03-14,5.429
King Solomon's Mines,9838,1985-11-22,5.4
The Strays,1063422,2023-02-17,5.416
Fahrenheit 451,401905,2018-05-12,5.422
Wrong Turn 5: Bloodlines,125509,2012-10-23,5.4
MacGruber,37931,2010-05-21,5.422
Fear and Desire,10165,1953-03-31,5.422
Action Point,454283,2018-06-01,5.421
Spawn,10336,1997-07-31,5.4
Jeepers Creepers: Reborn,717728,2022-09-15,5.4
Madame Web,634492,2024-02-14,5.4
The Bling Ring,96936,2013-06-12,5.4
Land of the Lost,18162,2009-06-05,5.423
Paul Blart: Mall Cop,14560,2009-01-15,5.419
Coneheads,9612,1993-07-23,5.419
Tank Girl,9067,1995-03-31,5.4
The 15:17 to Paris,453201,2018-02-07,5.418
Jessabelle,203834,2014-11-07,5.418
Labor Pains,19794,2009-06-19,5.4
The Breed,10063,2006-05-17,5.417
Bad Santa 2,338964,2016-11-23,5.416
Bachelorette,84174,2012-01-23,5.4
"Honey, We Shrunk Ourselves",11425,1997-03-18,5.4
Northmen: A Viking Saga,286873,2014-10-23,5.419
Howard the Duck,10658,1986-08-01,5.414
Home Sweet Hell,276839,2015-03-13,5.413
The Man Who Killed Hitler and Then the Bigfoot,530081,2019-02-08,5.411
Piranha 3D,43593,2010-08-20,5.4
What Just Happened,8944,2008-10-17,5.4
Megalopolis,592831,2024-09-25,5.416
A Vigilante,500904,2019-03-29,5.4
Van Wilder: Freshman Year,19824,2009-06-02,5.408
The Happening,8645,2008-06-11,5.4
Taxi 5,434355,2018-04-07,5.407
Pay the Ghost,290637,2015-09-16,5.403
Paranormal Activity 4,82990,2012-10-17,5.4
Casper: A Spirited Beginning,39346,1997-09-09,5.4
Grand Isle,560192,2019-12-06,5.405
Junior,252607,2014-03-12,5.405
Sexual Chronicles of a French Family,112160,2012-05-09,5.405
Changing Sides,15709,2009-01-07,5.4
Pet Sematary II,10906,1992-08-28,5.404
Wrong Turn 6: Last Resort,259072,2014-08-22,5.403
Sex Tape,225886,2014-07-17,5.402
Virus,9423,1999-01-14,5.4
I.T.,340677,2016-09-09,5.4
Paranormal Activity: The Marked Ones,227348,2014-01-01,5.4
Silent House,92182,2011-01-21,5.4
A Nightmare on Elm Street: The Dream Child,10160,1989-08-11,5.4
One Missed Call,6933,2008-01-04,5.4
Lost in Space,2157,1998-04-03,5.4
Two,811072,2021-07-23,5.397
Cold Creek Manor,12767,2003-09-19,5.396
Exorcist: The Beginning,11026,2004-08-20,5.4
Loser,10642,2000-07-21,5.4
The Innkeepers,58428,2011-08-18,5.394
Honeymoon,254191,2014-09-12,5.393
Freejack,9278,1992-01-17,5.4
Mom and Dad,401561,2018-01-19,5.39
I Spy,8427,2002-10-31,5.4
Fullmetal Alchemist,426285,2017-12-01,5.389
Escape Plan: The Extractors,480042,2019-06-20,5.388
Sleight,347882,2016-04-28,5.388
Rock the Kasbah,253414,2015-10-22,5.388
The Cave,9042,2005-08-26,5.388
Casa de Mi Padre,80304,2012-03-15,5.4
Ewoks: The Battle for Endor,10372,1985-11-24,5.387
The Grudge 3,1977,2009-05-12,5.4
There's Someone Inside Your House,512025,2021-09-24,5.386
Tekken,42194,2010-03-20,5.386
Soul Plane,12657,2004-05-28,5.4
Empire State,169209,2013-09-03,5.384
Spy Hard,10535,1996-05-24,5.4
The Glimmer Man,9625,1996-10-04,5.4
Phantoms,9827,1998-01-23,5.4
Maggie,287424,2015-05-08,5.38
Cats & Dogs,10992,2001-07-04,5.378
The Farm,517764,2019-04-19,5.4
The Roommate,49950,2011-02-04,5.377
Did You Hear About the Morgans?,24438,2009-12-17,5.4
Beverly Hills Chihuahua,14405,2008-10-03,5.4
The Layover,339404,2017-09-01,5.379
Max Payne,13051,2008-10-15,5.376
ABCs of Death 2,193726,2014-10-02,5.374
Contracted,204349,2013-07-07,5.377
Knock Knock,263472,2015-06-26,5.4
Serving Sara,12771,2002-08-23,5.4
Swamp Thing,17918,1982-01-01,5.4
Velvet Buzzsaw,463684,2019-02-01,5.364
Downsizing,301337,2017-12-22,5.364
The Hunchback of Notre Dame II,12448,2002-02-06,5.364
Management,21583,2009-02-08,5.4
The Duel,333386,2016-06-24,5.362
Cannonball Run II,11950,1984-06-29,5.4
Black Knight,11469,2001-11-21,5.362
Teeth,13121,2008-01-18,5.4
Hollywoo,80015,2011-12-07,5.357
"I, Frankenstein",100241,2014-01-22,5.4
Ghostbusters,43074,2016-07-14,5.354
I Still Know What You Did Last Summer,3600,1998-11-13,5.353
Vehicle 19,180948,2013-03-07,5.352
The Cold Light of Day,77948,2012-04-04,5.4
Halloween II,24150,2009-08-28,5.35
A Good Marriage,288281,2014-10-03,5.4
Slumber,463602,2017-12-01,5.349
Dominion: Prequel to The Exorcist,12700,2005-05-20,5.3
Snatched,373569,2017-05-03,5.3
Visions,353686,2015-08-28,5.347
Red Sonja,9626,1985-04-09,5.3
The Next Karate Kid,11231,1994-07-18,5.3
Supergirl,9651,1984-07-01,5.345
Wrecked,50838,2010-04-01,5.344
Little Black Book,14846,2004-08-06,5.3
2067,528085,2020-10-01,5.342
Look Who's Talking Now!,11982,1993-11-05,5.3
Stuck on You,1792,2003-12-10,5.3
Nicholas on Holiday,277368,2014-07-09,5.338
"Neuilly sa mère, sa mère !",481762,2018-08-08,5.337
Tammy,226486,2014-07-02,5.3
The Flintstones,888,1994-05-26,5.334
Amityville: The Awakening,203835,2017-06-30,5.3
A Good Day to Die Hard,47964,2013-02-06,5.332
Lolo,341392,2015-09-03,5.331
Monolith,408381,2016-05-12,5.338
Material Girls,10118,2006-08-18,5.3
Sleeping Beauty,64586,2011-06-10,5.327
Serial Teachers 2,325844,2015-07-01,5.326
Independence Day: Resurgence,47933,2016-06-22,5.326
Your Highness,38319,2011-04-08,5.327
Kidnapping Stella,611468,2019-06-29,5.3
Get a Job,186759,2016-03-17,5.319
Halloween 5: The Revenge of Michael Myers,11361,1989-10-12,5.323
Wild Wild West,8487,1999-06-30,5.324
The Vatican Tapes,157544,2015-07-23,5.322
Edison,10064,2005-07-29,5.3
Knock Off,37498,1998-09-04,5.3
The Pyramid,282813,2014-12-04,5.318
Demonic,234212,2015-02-12,5.318
Arsène Lupin,11540,2004-09-17,5.3
Vanishing on 7th Street,43552,2010-09-11,5.3
Critters 3,12702,1991-12-11,5.3
Cold Blood,595985,2019-05-15,5.313
211,500919,2018-05-30,5.313
How Do You Know,42888,2010-12-17,5.3
Do Not Disturb,298614,2014-12-31,5.311
The Titan,476926,2018-03-30,5.31
November Criminals,317091,2017-11-07,5.315
Clinical,433244,2017-01-13,5.309
If I Were a Boy,430528,2017-02-22,5.3
The Bag Man,242076,2014-02-28,5.309
Apollo 18,50357,2011-07-20,5.3
See No Evil 2,226140,2014-10-21,5.308
Diary of a Wimpy Kid: The Long Haul,417830,2017-05-19,5.3
Bis,323020,2015-02-18,5.307
Dr. Dolittle 2,10808,2001-06-22,5.307
Leatherface: The Texas Chainsaw Massacre III,25018,1990-01-12,5.3
Freddy's Dead: The Final Nightmare,11284,1991-09-05,5.304
The Dilemma,44564,2011-01-13,5.3
The Darkest Hour,71469,2011-12-22,5.3
Conan the Barbarian,37430,2011-08-17,5.304
Zoom,14113,2006-08-11,5.3
Gotti,339103,2018-06-14,5.3
Deadgirl,23966,2008-09-06,5.3
Kangaroo Jack,10628,2003-01-17,5.3
Paranormal Activity: The Ghost Dimension,146301,2015-10-21,5.3
Nurse 3-D,78383,2013-09-28,5.298
Welcome Home,525460,2018-11-16,5.295
Shut In,329981,2016-11-11,5.294
Chernobyl Diaries,93856,2012-05-24,5.293
Chouchou,17684,2003-03-19,5.291
Stop! Or My Mom Will Shoot,9876,1992-02-21,5.3
Clockstoppers,15028,2002-03-29,5.295
Bigbug,665828,2022-02-11,5.3
The Magic Tuche,424619,2018-01-31,5.286
Jungle 2 Jungle,9446,1997-03-04,5.286
Room(h)ates,426962,2017-04-19,5.285
Choose or Die,838484,2022-04-15,5.283
Christmas Vacation 2000,42446,1999-12-17,5.283
The New Daughter,37534,2009-12-18,5.3
Hellraiser: Bloodline,8766,1996-03-08,5.3
How It Ends,475210,2018-07-13,5.282
[REC]³ Genesis,80280,2012-03-30,5.281
Stone,44113,2010-10-07,5.3
Approaching the Unknown,328429,2016-06-03,5.28
Beyond Skyline,271404,2017-10-26,5.28
The Lazarus Effect,243940,2015-01-29,5.282
Behaving Badly,259018,2014-04-14,5.279
Home Alone 3,9714,1997-12-12,5.279
Casino Royale,12208,1967-04-13,5.3
Meet Dave,11260,2008-07-08,5.278
Mutant Chronicles,13256,2008-08-07,5.277
Nothing but Trouble,11933,1991-02-15,5.3
Rage,242310,2014-05-09,5.276
Deuce Bigalow: European Gigolo,11453,2005-08-12,5.275
Boat Trip,9557,2002-10-01,5.3
Dracula 2000,10577,2000-12-22,5.3
Friday the 13th: A New Beginning,9731,1985-03-22,5.271
Toys,11597,1992-12-18,5.3
Blues Brothers 2000,11568,1998-02-05,5.269
With Open Arms,430365,2017-04-05,5.268
The Bad Batch,316154,2017-06-23,5.264
Daredevil,9480,2003-02-14,5.267
The Counselor,109091,2013-10-25,5.265
Patient Zero,295011,2018-09-14,5.3
The Cat in the Hat,10588,2003-11-21,5.264
Hellboy: The Crooked Man,1087822,2024-08-29,5.25
The 11 Commandments,17825,2004-02-04,5.259
Superhero Movie,11918,2008-03-28,5.259
The Woman in Black 2: Angel of Death,288158,2014-12-30,5.257
American Pie Presents: The Book of Love,26123,2009-12-07,5.256
Nobody Sleeps in the Woods Tonight,681019,2020-03-20,5.3
HOUBA! On the Trail of the Marsupilami,102207,2012-04-03,5.3
City Slickers II: The Legend of Curly's Gold,11310,1994-06-10,5.254
"Honey, I Blew Up the Kid",11158,1992-07-16,5.3
Holy Man,9713,1998-10-08,5.3
Blackway,359790,2015-10-03,5.3
The Adventures of André and Wally B.,13924,1984-12-17,5.252
Lesbian Vampire Killers,18238,2009-03-16,5.3
The Phantom,9826,1996-06-06,5.2
Species III,9711,2004-11-26,5.247
Passion,109099,2013-02-13,5.245
Emelie,329010,2016-03-04,5.247
Marmaduke,38579,2010-06-03,5.2
Crossroads,17130,2002-02-15,5.241
A Very Murray Christmas,364067,2015-12-04,5.2
Infini,301728,2015-04-11,5.239
Bel Ami,86467,2012-03-09,5.2
Sorry if I Want to Marry You,41413,2010-02-12,5.238
Torque,10718,2004-01-16,5.2
And Soon the Darkness,33107,2010-02-25,5.2
The Forest,329440,2016-01-07,5.232
Havoc,14695,2005-10-16,5.232
Great White,534072,2021-05-07,5.231
Family for Rent,342281,2015-08-19,5.229
Poltergeist III,10306,1988-06-10,5.23
Balls of Fury,9750,2007-08-29,5.23
Animal Kingdom: Let's Go Ape,280391,2015-04-08,5.228
The Human Centipede (First Sequence),37169,2009-10-31,5.228
Spring Breakers,122081,2013-03-06,5.226
DOA: Dead or Alive,9053,2006-09-07,5.23
10x10,505177,2018-03-16,5.222
All Cheerleaders Die,210908,2013-10-31,5.222
Blair Witch,351211,2016-09-15,5.221
A Walk in Time,42425,1996-12-13,5.221
Mean Girls 2,51481,2011-01-23,5.223
Natale sul Nilo,42432,2002-12-20,5.22
Hellraiser: Judgment,444149,2018-02-13,5.218
Stormbreaker,9978,2006-07-21,5.217
Anaconda,9360,1997-04-11,5.218
Cats & Dogs: The Revenge of Kitty Galore,39691,2010-07-29,5.2
